pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
24,Quebec,Québec,28-07-2020,58897,5670,786727,50886,169,3,8934,0,3.97
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-07-2020,266,3,24050,259,0,0,211,0,1.5
13,New Brunswick,Nouveau-Brunswick,28-07-2020,170,2,45374,165,0,0,217,0,1.76
12,Nova Scotia,Nouvelle-Écosse,28-07-2020,1067,63,63702,1004,0,0,244,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,28-07-2020,36,0,18895,36,0,0,141,2,0
60,Yukon,Yukon,28-07-2020,14,0,1547,11,0,0,24,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,28-07-2020,5,0,2810,5,0,0,13,0,0
62,Nunavut,Nunavut,28-07-2020,0,0,1304,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,28-07-2020,13,,76,13,0,,0,0,
1,Canada,Canada,28-07-2020,114980,8912,3899192,100134,397,11,35362,274,5.17
59,British Columbia,Colombie-Britannique,29-07-2020,3562,194,219244,3109,39,0,1817,33,7.27
48,Alberta,Alberta,29-07-2020,10603,190,559932,8983,133,3,6313,97,13.49
47,Saskatchewan,Saskatchewan,29-07-2020,1268,17,82302,929,50,0,1152,22,25.39
46,Manitoba,Manitoba,29-07-2020,393,8,84415,325,2,0,625,6,18.18
35,Ontario,Ontario,29-07-2020,38986,2769,2045136,34741,76,1,26415,174,3.79
24,Quebec,Québec,29-07-2020,59009,5672,796549,50886,112,2,9822,0,4.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-07-2020,266,3,24333,259,0,0,283,0,1.5
13,New Brunswick,Nouveau-Brunswick,29-07-2020,170,2,45630,165,0,0,256,0,1.76
12,Nova Scotia,Nouvelle-Écosse,29-07-2020,1067,64,63987,1003,0,1,285,-1,0
11,Prince Edward Island,Île-du-Prince-Édouard,29-07-2020,36,0,19244,36,0,0,349,0,0
60,Yukon,Yukon,29-07-2020,14,0,1547,11,0,0,0,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,29-07-2020,5,0,2826,5,0,0,16,0,0
62,Nunavut,Nunavut,29-07-2020,0,0,1344,0,0,0,40,0,
99,Repatriated travellers,Voyageurs rapatriés,29-07-2020,13,,76,13,0,,0,0,
1,Canada,Canada,29-07-2020,115392,8919,3946565,100465,412,7,47373,331,5.22
59,British Columbia,Colombie-Britannique,30-07-2020,3591,194,221727,3155,29,0,2483,46,6.74
48,Alberta,Alberta,30-07-2020,10716,195,566054,9113,113,5,6122,130,13.14
47,Saskatchewan,Saskatchewan,30-07-2020,1306,18,83738,984,38,1,1436,55,23.28
46,Manitoba,Manitoba,30-07-2020,395,8,85575,325,2,0,1160,0,18.58
35,Ontario,Ontario,30-07-2020,39075,2772,2071907,34906,89,3,26771,165,3.58
24,Quebec,Québec,30-07-2020,59131,5673,807364,50886,122,1,10815,0,4.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-07-2020,266,3,24671,259,0,0,338,0,1.5
13,New Brunswick,Nouveau-Brunswick,30-07-2020,170,2,45889,166,0,0,259,1,1.18
12,Nova Scotia,Nouvelle-Écosse,30-07-2020,1067,64,64339,1003,0,0,352,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,30-07-2020,36,0,19472,36,0,0,228,0,0
60,Yukon,Yukon,30-07-2020,14,0,1588,11,0,0,41,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,30-07-2020,5,0,2870,5,0,0,44,0,0
62,Nunavut,Nunavut,30-07-2020,0,0,1355,0,0,0,11,0,
99,Repatriated travellers,Voyageurs rapatriés,30-07-2020,13,,76,13,0,,0,0,
1,Canada,Canada,30-07-2020,115785,8929,3996625,100862,393,10,50060,397,5.19
59,British Columbia,Colombie-Britannique,31-07-2020,3641,195,224580,3168,50,1,2853,13,7.64
48,Alberta,Alberta,31-07-2020,10843,196,571839,9261,127,1,5785,148,12.78
47,Saskatchewan,Saskatchewan,31-07-2020,1319,18,85228,1008,13,0,1490,24,22.21
46,Manitoba,Manitoba,31-07-2020,401,8,86575,337,6,0,1000,12,16.87
35,Ontario,Ontario,31-07-2020,39209,2775,2100958,35074,134,3,29051,168,3.47
24,Quebec,Québec,31-07-2020,59312,5674,819717,50886,181,1,12353,0,4.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-07-2020,266,3,24924,259,0,0,253,0,1.5
13,New Brunswick,Nouveau-Brunswick,31-07-2020,170,2,46184,166,0,0,295,0,1.18
12,Nova Scotia,Nouvelle-Écosse,31-07-2020,1069,64,64777,1003,2,0,438,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,31-07-2020,36,0,19643,36,0,0,171,0,0
60,Yukon,Yukon,31-07-2020,14,0,1612,11,0,0,24,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,31-07-2020,5,0,2878,5,0,0,8,0,0
62,Nunavut,Nunavut,31-07-2020,0,0,1367,0,0,0,12,0,
99,Repatriated travellers,Voyageurs rapatriés,31-07-2020,13,,76,13,0,,0,0,
1,Canada,Canada,31-07-2020,116298,8935,4050358,101227,513,6,53733,365,5.29
59,British Columbia,Colombie-Britannique,01-08-2020,3641,195,227194,3168,0,0,2614,0,7.64
48,Alberta,Alberta,01-08-2020,10843,196,571839,9261,0,0,0,0,12.78
47,Saskatchewan,Saskatchewan,01-08-2020,1334,18,86814,1054,15,0,1586,46,19.64
46,Manitoba,Manitoba,01-08-2020,403,8,86575,337,2,0,0,0,17.27
35,Ontario,Ontario,01-08-2020,39333,2777,2133152,35237,124,2,32194,163,3.35
24,Quebec,Québec,01-08-2020,59458,5678,831069,50886,146,4,11352,0,4.87
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-08-2020,266,3,25056,259,0,0,132,0,1.5
13,New Brunswick,Nouveau-Brunswick,01-08-2020,170,2,46398,166,0,0,214,0,1.18
12,Nova Scotia,Nouvelle-Écosse,01-08-2020,1069,64,65042,1003,0,0,265,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,01-08-2020,36,0,19643,36,0,0,0,0,0
60,Yukon,Yukon,01-08-2020,14,0,1612,11,0,0,0,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,01-08-2020,5,0,2878,5,0,0,0,0,0
62,Nunavut,Nunavut,01-08-2020,0,0,1404,0,0,0,37,0,
99,Repatriated travellers,Voyageurs rapatriés,01-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,01-08-2020,116585,8941,4098752,101436,287,6,48394,209,5.34
59,British Columbia,Colombie-Britannique,02-08-2020,3641,195,228795,3168,0,0,1601,0,7.64
48,Alberta,Alberta,02-08-2020,10843,196,571839,9261,0,0,0,0,12.78
47,Saskatchewan,Saskatchewan,02-08-2020,1342,18,88618,1070,8,0,1804,16,18.93
46,Manitoba,Manitoba,02-08-2020,421,8,86575,337,18,0,0,0,20.69
35,Ontario,Ontario,02-08-2020,39449,2778,2162599,35359,116,1,29447,122,3.33
24,Quebec,Québec,02-08-2020,59599,5681,841785,50886,141,3,10716,0,5.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-08-2020,266,3,25261,259,0,0,205,0,1.5
13,New Brunswick,Nouveau-Brunswick,02-08-2020,170,2,46617,166,0,0,219,0,1.18
12,Nova Scotia,Nouvelle-Écosse,02-08-2020,1071,64,65315,1003,2,0,273,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,02-08-2020,36,0,20085,36,0,0,442,0,0
60,Yukon,Yukon,02-08-2020,14,0,1612,11,0,0,0,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,02-08-2020,5,0,2878,5,0,0,0,0,0
62,Nunavut,Nunavut,02-08-2020,0,0,1404,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,02-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,02-08-2020,116870,8945,4143459,101574,285,4,44707,138,5.45
59,British Columbia,Colombie-Britannique,03-08-2020,3641,195,230751,3168,0,0,1956,0,7.64
48,Alberta,Alberta,03-08-2020,10843,196,571839,9261,0,0,0,0,12.78
47,Saskatchewan,Saskatchewan,03-08-2020,1359,18,89600,1089,17,0,982,19,18.54
46,Manitoba,Manitoba,03-08-2020,428,8,86575,337,7,0,0,0,21.95
35,Ontario,Ontario,03-08-2020,39449,2778,2184868,35359,0,0,22269,0,3.33
24,Quebec,Québec,03-08-2020,59722,5683,850630,50886,123,2,8845,0,5.28
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-08-2020,266,3,25452,259,0,0,191,0,1.5
13,New Brunswick,Nouveau-Brunswick,03-08-2020,170,2,46784,168,0,0,167,2,0
12,Nova Scotia,Nouvelle-Écosse,03-08-2020,1071,64,65543,1005,0,0,228,2,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,03-08-2020,36,0,20183,36,0,0,98,0,0
60,Yukon,Yukon,03-08-2020,14,0,1612,11,0,0,0,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,03-08-2020,5,0,2878,5,0,0,0,0,0
62,Nunavut,Nunavut,03-08-2020,0,0,1404,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,03-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,03-08-2020,117017,8947,4178195,101597,147,2,34736,23,5.54
59,British Columbia,Colombie-Britannique,04-08-2020,3787,195,232016,3273,146,0,1265,105,8.42
48,Alberta,Alberta,04-08-2020,11146,201,596714,9754,303,5,24875,493,10.69
47,Saskatchewan,Saskatchewan,04-08-2020,1368,18,90170,1097,9,0,570,8,18.49
46,Manitoba,Manitoba,04-08-2020,428,8,91697,341,1,0,5122,4,21.22
35,Ontario,Ontario,04-08-2020,39628,2782,2203410,35601,179,4,18542,242,3.14
24,Quebec,Québec,04-08-2020,59845,5685,858016,50886,123,2,7386,0,5.47
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-08-2020,266,3,25654,260,0,0,202,1,1.13
13,New Brunswick,Nouveau-Brunswick,04-08-2020,170,2,46925,168,0,0,141,0,0
12,Nova Scotia,Nouvelle-Écosse,04-08-2020,1071,64,65628,1005,0,0,85,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,04-08-2020,36,0,20183,36,0,0,0,0,0
60,Yukon,Yukon,04-08-2020,14,0,1740,11,0,0,128,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,04-08-2020,5,0,2878,5,0,0,0,0,0
62,Nunavut,Nunavut,04-08-2020,0,0,1414,0,0,0,10,0,
99,Repatriated travellers,Voyageurs rapatriés,04-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,04-08-2020,117777,8958,4236521,102450,761,11,58326,853,5.42
59,British Columbia,Colombie-Britannique,05-08-2020,3834,195,233195,3288,47,0,1179,15,9.15
48,Alberta,Alberta,05-08-2020,11240,203,601748,9891,94,2,5034,137,10.2
47,Saskatchewan,Saskatchewan,05-08-2020,1376,18,90815,1133,8,0,645,36,16.35
46,Manitoba,Manitoba,05-08-2020,429,8,92721,342,1,0,1024,1,21.17
35,Ontario,Ontario,05-08-2020,39714,2782,2220075,35747,86,0,16665,146,2.98
24,Quebec,Québec,05-08-2020,60000,5687,868111,50886,155,2,10095,0,5.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-08-2020,266,3,25947,263,0,0,293,3,0
13,New Brunswick,Nouveau-Brunswick,05-08-2020,174,2,47189,168,4,0,264,0,2.3
12,Nova Scotia,Nouvelle-Écosse,05-08-2020,1071,64,65909,1005,0,0,281,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,05-08-2020,36,0,20654,36,0,0,471,0,0
60,Yukon,Yukon,05-08-2020,14,0,1769,11,0,0,29,0,21.43
61,Northwest Territories,Territoires du Nord-Ouest,05-08-2020,5,0,2970,5,0,0,92,0,0
62,Nunavut,Nunavut,05-08-2020,0,0,1427,0,0,0,13,0,
99,Repatriated travellers,Voyageurs rapatriés,05-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,05-08-2020,118172,8962,4272606,102788,395,4,36085,338,5.45
59,British Columbia,Colombie-Britannique,06-08-2020,3881,195,234986,3315,47,0,1791,27,9.56
48,Alberta,Alberta,06-08-2020,11296,205,607363,9984,56,2,5615,93,9.8
47,Saskatchewan,Saskatchewan,06-08-2020,1387,19,91615,1164,11,1,800,31,14.71
46,Manitoba,Manitoba,06-08-2020,459,8,93298,348,30,0,577,6,24.89
35,Ontario,Ontario,06-08-2020,39809,2783,2245400,35906,95,1,25325,159,2.81
24,Quebec,Québec,06-08-2020,60133,5687,879350,50886,133,0,11239,0,5.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-08-2020,266,3,26280,263,0,0,333,0,0
13,New Brunswick,Nouveau-Brunswick,06-08-2020,176,2,47438,168,2,0,249,0,3.41
12,Nova Scotia,Nouvelle-Écosse,06-08-2020,1071,64,66290,1005,0,0,381,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,06-08-2020,36,0,20831,36,0,0,177,0,0
60,Yukon,Yukon,06-08-2020,14,0,1792,13,0,0,23,2,7.14
61,Northwest Territories,Territoires du Nord-Ouest,06-08-2020,5,0,3012,5,0,0,42,0,0
62,Nunavut,Nunavut,06-08-2020,0,0,1441,0,0,0,14,0,
99,Repatriated travellers,Voyageurs rapatriés,06-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,06-08-2020,118546,8966,4319172,103106,374,4,46566,318,5.47
59,British Columbia,Colombie-Britannique,07-08-2020,3934,195,237247,3353,53,0,2261,38,9.81
48,Alberta,Alberta,07-08-2020,11430,208,613221,10097,134,3,5858,113,9.84
47,Saskatchewan,Saskatchewan,07-08-2020,1409,20,93388,1221,22,1,1773,57,11.92
46,Manitoba,Manitoba,07-08-2020,476,8,96553,351,17,0,3255,3,26.88
35,Ontario,Ontario,07-08-2020,39897,2783,2269714,36024,88,0,24314,118,2.73
24,Quebec,Québec,07-08-2020,60241,5687,889002,50886,108,0,9652,0,6.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-08-2020,267,3,26431,263,1,0,151,0,0.37
13,New Brunswick,Nouveau-Brunswick,07-08-2020,176,2,47695,168,0,0,257,0,3.41
12,Nova Scotia,Nouvelle-Écosse,07-08-2020,1071,64,66739,1005,0,0,449,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,07-08-2020,36,0,20831,36,0,0,0,0,0
60,Yukon,Yukon,07-08-2020,15,0,1836,13,1,0,44,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,07-08-2020,5,0,3017,5,0,0,5,0,0
62,Nunavut,Nunavut,07-08-2020,0,0,1458,0,0,0,17,0,
99,Repatriated travellers,Voyageurs rapatriés,07-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,07-08-2020,118970,8970,4367208,103435,424,4,48036,329,5.53
59,British Columbia,Colombie-Britannique,08-08-2020,3934,195,239845,3353,0,0,2598,0,9.81
48,Alberta,Alberta,08-08-2020,11430,208,613221,10097,0,0,0,0,9.84
47,Saskatchewan,Saskatchewan,08-08-2020,1433,20,94786,1245,24,0,1398,24,11.72
46,Manitoba,Manitoba,08-08-2020,492,8,96553,351,16,0,0,0,29.19
35,Ontario,Ontario,08-08-2020,39967,2784,2294872,36131,70,1,25158,107,2.63
24,Quebec,Québec,08-08-2020,60367,5692,895496,50886,126,5,6494,0,6.28
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-08-2020,267,3,26629,263,0,0,198,0,0.37
13,New Brunswick,Nouveau-Brunswick,08-08-2020,176,2,47911,168,0,0,216,0,3.41
12,Nova Scotia,Nouvelle-Écosse,08-08-2020,1071,64,67080,1005,0,0,341,0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,08-08-2020,36,0,21258,36,0,0,427,0,0
60,Yukon,Yukon,08-08-2020,15,0,1836,13,0,0,0,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,08-08-2020,5,0,3017,5,0,0,0,0,0
62,Nunavut,Nunavut,08-08-2020,0,0,1458,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,08-08-2020,13,,76,13,0,,0,0,
1,Canada,Canada,08-08-2020,119206,8976,4404038,103566,236,6,36830,131,5.6
59,British Columbia,Colombie-Britannique,09-08-2020,3934,195,241225,3353,0,0,1380,0,9.81
48,Alberta,Alberta,09-08-2020,11430,208,613221,10097,0,0,0,0,9.84
47,Saskatchewan,Saskatchewan,09-08-2020,1445,20,96331,1257,12,0,1545,12,11.63
46,Manitoba,Manitoba,09-08-2020,527,8,96553,352,35,0,0,1,33.58
35,Ontario,Ontario,09-08-2020,40046,2786,2321735,36279,79,2,26863,148,2.45
24,Quebec,Québec,09-08-2020,60471,5695,908532,50886,104,3,13036,0,6.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-08-2020,267,3,26859,263,0,0,230,0,0.37
13,New Brunswick,Nouveau-Brunswick,09-08-2020,176,2,48106,168,0,0,195,0,3.41
12,Nova Scotia,Nouvelle-Écosse,09-08-2020,1071,64,67245,1006,0,0,165,1,0.09
11,Prince Edward Island,Île-du-Prince-Édouard,09-08-2020,36,0,21616,36,0,0,358,0,0
60,Yukon,Yukon,09-08-2020,15,0,1836,13,0,0,0,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,09-08-2020,5,0,3017,5,0,0,0,0,0
62,Nunavut,Nunavut,09-08-2020,0,0,1458,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,09-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,09-08-2020,119436,8981,4447810,103728,230,5,43772,162,5.64
59,British Columbia,Colombie-Britannique,10-08-2020,4065,195,244680,3425,131,0,3455,72,10.95
48,Alberta,Alberta,10-08-2020,11687,213,631295,10384,257,5,18074,287,9.33
47,Saskatchewan,Saskatchewan,10-08-2020,1450,20,97404,1265,5,0,1073,8,11.38
46,Manitoba,Manitoba,10-08-2020,543,8,101101,354,16,0,4548,2,35.13
35,Ontario,Ontario,10-08-2020,40161,2786,2343281,36381,115,0,21546,102,2.48
24,Quebec,Québec,10-08-2020,60627,5696,916301,53041,156,1,7769,2155,3.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-08-2020,268,3,27045,263,1,0,186,0,0.75
13,New Brunswick,Nouveau-Brunswick,10-08-2020,176,2,48330,168,0,0,224,0,3.41
12,Nova Scotia,Nouvelle-Écosse,10-08-2020,1071,64,67446,1007,0,0,201,1,0
11,Prince Edward Island,Île-du-Prince-Édouard,10-08-2020,36,0,21805,36,0,0,189,0,0
60,Yukon,Yukon,10-08-2020,15,0,1961,13,0,0,125,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,10-08-2020,5,0,3017,5,0,0,0,0,0
62,Nunavut,Nunavut,10-08-2020,0,0,1476,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,10-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,10-08-2020,120117,8987,4505218,106355,681,6,57408,2627,3.99
59,British Columbia,Colombie-Britannique,11-08-2020,4111,195,246281,3444,46,0,1601,19,11.48
48,Alberta,Alberta,11-08-2020,11772,216,636319,10552,85,3,5024,168,8.53
47,Saskatchewan,Saskatchewan,11-08-2020,1479,20,98105,1294,29,0,701,29,11.16
46,Manitoba,Manitoba,11-08-2020,547,8,102391,360,4,0,1290,6,34.52
35,Ontario,Ontario,11-08-2020,40194,2786,2364157,36456,33,0,20876,75,2.37
24,Quebec,Québec,11-08-2020,60718,5697,922332,53135,91,1,6031,94,3.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-08-2020,268,3,27298,263,0,0,253,0,0.75
13,New Brunswick,Nouveau-Brunswick,11-08-2020,177,2,48553,168,1,0,223,0,3.95
12,Nova Scotia,Nouvelle-Écosse,11-08-2020,1071,64,67720,1007,0,0,274,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11-08-2020,36,0,21922,36,0,0,117,0,0
60,Yukon,Yukon,11-08-2020,15,0,2017,13,0,0,56,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,11-08-2020,5,0,3073,5,0,0,56,0,0
62,Nunavut,Nunavut,11-08-2020,0,0,1503,0,0,0,27,0,
99,Repatriated travellers,Voyageurs rapatriés,11-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,11-08-2020,120406,8991,4541747,106746,289,4,36529,391,3.89
59,British Columbia,Colombie-Britannique,12-08-2020,4196,196,248385,3469,85,1,2104,25,12.65
48,Alberta,Alberta,12-08-2020,11893,217,641870,10632,121,1,5551,80,8.78
47,Saskatchewan,Saskatchewan,12-08-2020,1484,20,98890,1314,5,0,785,20,10.11
46,Manitoba,Manitoba,12-08-2020,563,8,103994,368,16,0,1603,8,34.95
35,Ontario,Ontario,12-08-2020,40289,2787,2387925,36590,95,1,23768,134,2.26
24,Quebec,Québec,12-08-2020,60813,5709,926538,53270,95,12,4206,135,3.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-08-2020,268,3,27573,263,0,0,275,0,0.75
13,New Brunswick,Nouveau-Brunswick,12-08-2020,178,2,48801,168,1,0,248,0,4.49
12,Nova Scotia,Nouvelle-Écosse,12-08-2020,1071,64,67974,1007,0,0,254,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12-08-2020,41,0,22381,36,5,0,459,0,12.2
60,Yukon,Yukon,12-08-2020,15,0,2062,13,0,0,45,0,13.33
61,Northwest Territories,Territoires du Nord-Ouest,12-08-2020,5,0,3097,5,0,0,24,0,0
62,Nunavut,Nunavut,12-08-2020,0,0,1517,0,0,0,14,0,
99,Repatriated travellers,Voyageurs rapatriés,12-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,12-08-2020,120829,9006,4581083,107148,423,15,39336,402,3.88
59,British Columbia,Colombie-Britannique,13-08-2020,4274,196,251210,3500,78,0,2825,31,13.52
48,Alberta,Alberta,13-08-2020,11969,220,647281,10713,76,3,5411,81,8.66
47,Saskatchewan,Saskatchewan,13-08-2020,1511,20,100386,1325,27,0,1496,11,10.99
46,Manitoba,Manitoba,13-08-2020,603,8,105705,377,25,0,1711,9,36.15
35,Ontario,Ontario,13-08-2020,40367,2787,2416582,36689,78,0,28657,99,2.21
24,Quebec,Québec,13-08-2020,60917,5715,939144,53441,104,6,12606,171,2.89
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-08-2020,268,3,27834,263,0,0,261,0,0.75
13,New Brunswick,Nouveau-Brunswick,13-08-2020,180,2,49032,169,2,0,231,1,5
12,Nova Scotia,Nouvelle-Écosse,13-08-2020,1071,64,68441,1007,0,0,467,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,13-08-2020,41,0,22645,36,0,0,264,0,12.2
60,Yukon,Yukon,13-08-2020,15,0,2112,15,0,0,50,2,0
61,Northwest Territories,Territoires du Nord-Ouest,13-08-2020,5,0,3107,5,0,0,10,0,0
62,Nunavut,Nunavut,13-08-2020,0,0,1550,0,0,0,33,0,
99,Repatriated travellers,Voyageurs rapatriés,13-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,13-08-2020,121234,9015,4635105,107553,390,9,54022,405,3.85
59,British Columbia,Colombie-Britannique,14-08-2020,4358,196,254330,3533,84,0,3120,33,14.43
48,Alberta,Alberta,14-08-2020,12053,221,652819,10796,84,1,5538,83,8.6
47,Saskatchewan,Saskatchewan,14-08-2020,1541,20,101734,1347,30,0,1348,22,11.29
46,Manitoba,Manitoba,14-08-2020,643,8,107925,389,40,0,2220,12,38.26
35,Ontario,Ontario,14-08-2020,40459,2788,2445734,36772,92,1,29152,83,2.22
24,Quebec,Québec,14-08-2020,61004,5718,947026,53598,87,3,7882,157,2.77
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-08-2020,268,3,28094,263,0,0,260,0,0.75
13,New Brunswick,Nouveau-Brunswick,14-08-2020,180,2,49295,169,0,0,263,0,5
12,Nova Scotia,Nouvelle-Écosse,14-08-2020,1072,64,68845,1007,1,0,404,0,0.09
11,Prince Edward Island,Île-du-Prince-Édouard,14-08-2020,41,0,22941,36,0,0,296,0,12.2
60,Yukon,Yukon,14-08-2020,15,0,2156,14,0,0,44,-1,6.67
61,Northwest Territories,Territoires du Nord-Ouest,14-08-2020,5,0,3126,5,0,0,19,0,0
62,Nunavut,Nunavut,14-08-2020,0,0,1562,0,0,0,12,0,
99,Repatriated travellers,Voyageurs rapatriés,14-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,14-08-2020,121652,9020,4685663,107942,418,5,50558,389,3.86
59,British Columbia,Colombie-Britannique,15-08-2020,4358,196,257904,3533,0,0,3574,0,14.43
48,Alberta,Alberta,15-08-2020,12053,221,652819,10796,0,0,0,0,8.6
47,Saskatchewan,Saskatchewan,15-08-2020,1566,21,103366,1356,25,1,1632,9,12.07
46,Manitoba,Manitoba,15-08-2020,663,9,107925,443,20,1,0,54,31.83
35,Ontario,Ontario,15-08-2020,40565,2789,2475175,36873,106,1,29441,101,2.23
24,Quebec,Québec,15-08-2020,61084,5719,966677,53709,80,1,19651,111,2.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-08-2020,268,3,28267,263,0,0,173,0,0.75
13,New Brunswick,Nouveau-Brunswick,15-08-2020,184,2,49526,169,4,0,231,0,7.07
12,Nova Scotia,Nouvelle-Écosse,15-08-2020,1074,64,69254,1007,2,0,409,0,0.28
11,Prince Edward Island,Île-du-Prince-Édouard,15-08-2020,41,0,23313,36,0,0,372,0,12.2
60,Yukon,Yukon,15-08-2020,15,0,2156,14,0,0,0,0,6.67
61,Northwest Territories,Territoires du Nord-Ouest,15-08-2020,5,0,3126,5,0,0,0,0,0
62,Nunavut,Nunavut,15-08-2020,0,0,1562,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,15-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,15-08-2020,121889,9024,4741146,108217,237,4,55483,275,3.81
59,British Columbia,Colombie-Britannique,16-08-2020,4358,196,260607,3533,0,0,2703,0,14.43
48,Alberta,Alberta,16-08-2020,12053,221,652819,10796,0,0,0,0,8.6
47,Saskatchewan,Saskatchewan,16-08-2020,1580,22,104798,1365,14,1,1432,9,12.22
46,Manitoba,Manitoba,16-08-2020,697,9,107925,483,34,0,0,40,29.41
35,Ontario,Ontario,16-08-2020,40646,2789,2498209,36953,81,0,23034,80,2.22
24,Quebec,Québec,16-08-2020,61151,5720,975856,53847,67,1,9179,138,2.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-08-2020,268,3,28479,263,0,0,212,0,0.75
13,New Brunswick,Nouveau-Brunswick,16-08-2020,186,2,49691,169,2,0,165,0,8.06
12,Nova Scotia,Nouvelle-Écosse,16-08-2020,1074,64,69597,1007,0,0,343,0,0.28
11,Prince Edward Island,Île-du-Prince-Édouard,16-08-2020,41,0,23459,36,0,0,146,0,12.2
60,Yukon,Yukon,16-08-2020,15,0,2156,14,0,0,0,0,6.67
61,Northwest Territories,Territoires du Nord-Ouest,16-08-2020,5,0,3126,5,0,0,0,0,0
62,Nunavut,Nunavut,16-08-2020,0,0,1562,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,16-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,16-08-2020,122087,9026,4778360,108484,198,2,37214,267,3.75
59,British Columbia,Colombie-Britannique,17-08-2020,4594,198,263326,3653,236,2,2719,120,16.17
48,Alberta,Alberta,17-08-2020,12412,224,672138,11056,359,3,19319,260,9.12
47,Saskatchewan,Saskatchewan,17-08-2020,1581,22,105623,1387,1,0,825,22,10.88
46,Manitoba,Manitoba,17-08-2020,731,9,113224,490,34,0,5299,7,31.74
